country_code,found_country,longitude,address,latitude,country_name,used,continent,timestamp,alt_addr,no_result
DE,True,11.4647932,Wismar,53.8909832,Germany,0,Europe,,,
DK,True,11.8709918,Nykobing,54.7646137,Denmark,0,Europe,,,
FR,True,2.3356655,"Hotel du Louvre,Paris,France",48.8628245,France,0,Europe,,,
FR,True,1.8883335,"Colombe,Near Paris,France",46.603354,France,0,Europe,,,
FR,True,2.3627508,St. Denis,48.9383732,France,0,Europe,,,
FR,True,-0.1922837,"Pau,Navarre,France",49.098344,France,0,Europe,,,
GB,True,-1.3126773,"Carisbrooke,Castle,Isle of Wight,England",50.6875557,England,0,Europe,,,
GB,True,-0.1557398,"Oatlands,Surrey,England",51.1768955,England,0,Europe,,,
US,True,-75.4966933,Whitehall Palace,40.6548018,United States,0,North America,,,
GB,True,-3.5269209,"Bedford House,Exeter,England",50.7256138,England,0,Europe,,,
US,True,-94.1642004,St. Cloud,45.5616075,United States,0,North America,,,
PT,True,-9.1365919,"Vila Vicosa,Lisbon,Portugal",38.7077507,Portugal,0,Europe,,,
PT,True,-9.3850431,"Bemposta,Palace,Lisbon,Portugal",38.8000032,Portugal,0,Europe,,,
BR,True,-48.4682453,Belem,-1.45056,Brazil,0,South America,,,
GB,True,-0.1876332,"Kensington,Palace,England",51.505099,England,0,Europe,,,
DE,True,9.6516356,Rendsborg,54.3000225,Germany,0,Europe,,,
DE,True,8.047635,"Schloss Iburg,Near,Osnabruck",52.2719595,Germany,0,Europe,,,
DE,True,10.6857599,"Berlin,Cathedral,Germany",53.8609125,Germany,0,Europe,,,
DE,True,7.173014,"Konigsberg,Prussia",51.0416043,Germany,0,Europe,,,
GB,True,-1.2649062,"Pembroke Castle,Pembrokeshire,England",52.5310214,England,0,Europe,,,
GB,True,-0.7166168,"Richmond Palace,Richmond Surrey,England",51.3066341,England,0,Europe,,,
GB,True,-2.2000702,"Henry VII Chapel,Westminster,Abbey,England",51.004756,England,0,Europe,,,
GB,True,-0.1387624,"Westminster,Palace,London,England",51.4977609,England,0,Europe,,,
GB,True,-0.0761879,"Tower of London,London,England",51.508217,England,0,Europe,,,
GB,True,-0.1809044,"Henry VII Chapel,Westminster,Abbey,London",51.5346682,United Kingdom,0,Europe,,,
GB,True,-1.1117686,"St. Swithin's,Priory,Winchester,England",50.8739049,England,0,Europe,,,
GB,True,-2.7230141,Ludlow Castle,52.3671823,United Kingdom,0,Europe,,,
GB,True,-3.5549253,Methven Castle,56.4168208,United Kingdom,0,Europe,,,
GB,True,-1.2649062,",,England",52.5310214,England,0,Europe,,,
AR,True,-58.3887904,"Buenos Aires,Argentina",-34.6095579,Argentina,0,South America,,,
AR,True,-58.3887904,"Buenos Aires,,Argentina",-34.6095579,Argentina,0,South America,,,
GB,True,-2.4449716,"Portland Hosp.,,England",50.5658306,England,0,Europe,,,
